Code,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Name,Country,Latitude,Longitude,Elevation (meters),Time from GMT
LEF,2014,405.05,406.22,407.23,408.33,404.41,393.98,386.36,385.27,390.27,398.97,404.45,407.6,"Park Falls, Wisconsin",United States,45.945,-90.273,472.0,-6 hours
LEF,2015,408.91,407.93,408.74,409.02,404.01,393.51,386.32,389.66,396.51,404.99,413.17,416.07,"Park Falls, Wisconsin",United States,45.945,-90.273,472.0,-6 hours
LEF,2016,413.29,411.54,412.85,412.0,405.75,397.78,394.82,395.56,402.9,409.87,411.35,412.19,"Park Falls, Wisconsin",United States,45.945,-90.273,472.0,-6 hours
LEF,2017,411.89,412.94,414.23,412.99,409.9,403.03,394.95,390.88,397.81,408.47,411.07,412.92,"Park Falls, Wisconsin",United States,45.945,-90.273,472.0,-6 hours
LLB,2008,388.3,397.31,397.12,394.5,390.87,381.73,373.02,373.54,379.76,389.7,396.66,397.07,"Lac La Biche, Alberta",Canada,54.95,-112.45,540.0,-7 hours
LLB,2009,394.95,395.23,398.67,399.82,393.9,385.54,377.79,392.27,392.27,392.27,392.27,392.27,"Lac La Biche, Alberta",Canada,54.95,-112.45,540.0,-7 hours
LLB,2010,389.51,389.51,389.51,389.51,391.57,385.55,380.6,382.85,389.12,393.64,395.8,396.95,"Lac La Biche, Alberta",Canada,54.95,-112.45,540.0,-7 hours
LLB,2011,397.29,402.35,406.08,400.26,395.3,387.99,380.26,380.83,386.76,394.53,401.88,403.63,"Lac La Biche, Alberta",Canada,54.95,-112.45,540.0,-7 hours
LLB,2012,403.91,405.19,404.74,402.91,401.21,394.21,385.83,389.63,399.18,404.68,409.69,414.39,"Lac La Biche, Alberta",Canada,54.95,-112.45,540.0,-7 hours
LLB,2013,416.93,416.93,416.93,416.93,416.93,416.93,416.93,416.93,416.93,416.93,416.93,416.93,"Lac La Biche, Alberta",Canada,54.95,-112.45,540.0,-7 hours
LLN,2006,377.16,377.16,377.16,377.16,377.16,377.16,377.16,376.87,374.65,375.98,379.4,378.92,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2007,378.95,383.02,387.8,387.16,383.84,384.76,380.26,376.9,378.15,374.92,376.09,381.67,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2008,384.16,386.17,387.1,386.35,385.18,383.29,379.03,375.95,378.21,379.51,379.76,385.55,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2009,386.73,385.2,387.9,389.27,388.59,386.37,384.61,384.96,380.57,376.63,381.43,386.71,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2010,387.71,388.4,390.55,391.49,391.51,388.41,382.82,381.71,387.76,387.76,386.1,388.95,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2011,390.48,391.89,393.52,394.72,393.12,388.71,388.13,385.22,381.63,384.67,384.84,384.07,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2012,388.43,391.73,393.39,393.78,392.65,391.32,389.27,388.11,389.69,391.71,394.07,397.26,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2013,397.6,397.18,399.77,401.51,399.53,397.55,397.07,396.03,395.17,394.74,396.42,399.59,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2014,400.79,401.28,402.4,403.76,403.47,401.4,398.79,396.58,395.05,395.66,398.5,400.7,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2015,402.33,403.99,403.57,404.39,405.94,403.35,399.79,398.48,400.2,403.54,404.65,404.48,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2016,405.72,406.98,407.77,409.09,409.61,407.34,403.6,402.77,403.32,403.05,405.34,407.46,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LLN,2017,407.29,408.12,410.19,411.29,411.13,408.57,405.61,404.35,404.43,405.81,407.88,408.75,Lulin,Taiwan,23.47,120.87,2862.0,+8 hours
LMP,2006,383.81,383.81,383.81,383.81,383.81,383.81,383.81,383.81,383.81,381.63,383.99,385.81,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2007,386.36,386.97,387.89,387.32,386.41,383.74,380.49,380.52,381.59,383.4,386.46,388.83,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2008,389.7,389.05,389.09,389.64,388.99,387.4,383.46,381.0,382.38,384.15,386.38,388.38,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2009,390.02,392.34,392.58,390.11,389.22,388.04,384.41,382.67,383.22,386.1,388.88,390.34,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2010,391.65,392.96,394.16,394.43,391.23,387.38,385.7,385.08,386.66,389.79,392.33,394.5,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2011,395.26,395.48,397.77,396.81,394.06,393.79,389.86,386.07,387.43,390.87,393.29,394.4,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2012,396.31,398.42,398.39,398.07,396.25,392.05,389.15,389.35,391.69,394.22,396.96,398.62,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2013,399.99,401.79,401.54,400.24,399.28,396.38,392.31,391.18,393.15,395.35,397.79,399.86,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2014,401.3,401.69,402.26,402.7,400.75,397.54,392.79,390.65,393.88,397.95,401.56,403.24,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2015,402.64,403.76,404.68,403.96,402.09,398.84,397.96,397.87,396.84,399.45,403.54,405.44,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2016,405.64,406.34,407.69,407.28,406.58,404.3,399.16,397.95,401.19,403.3,405.2,408.32,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
LMP,2017,410.05,410.32,410.71,410.99,408.54,403.94,401.01,401.04,403.64,406.28,409.04,410.72,Lampedusa,Italy,35.52,12.62,45.0,+1 hours
MBC,1980,339.7,339.7,339.7,344.42,344.04,343.21,338.81,333.51,333.3,337.01,340.2,342.77,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1981,344.24,345.0,345.67,346.04,346.85,345.8,338.72,332.74,334.02,338.5,341.49,344.17,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1982,346.06,346.83,347.02,347.18,347.52,345.81,340.05,334.17,333.79,337.37,341.36,344.75,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1983,346.74,347.24,347.74,348.04,348.07,346.45,340.9,334.73,335.14,339.77,344.55,347.62,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1984,349.61,350.32,349.98,349.88,350.32,348.33,341.94,336.56,337.15,341.29,344.97,347.94,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1985,349.4,349.52,350.54,351.64,352.1,350.13,343.7,338.15,338.52,342.98,347.03,349.65,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1986,351.69,352.76,353.22,353.34,353.57,352.43,347.03,340.7,340.29,344.84,348.56,351.78,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1987,353.44,353.24,354.1,354.79,354.78,353.02,347.44,341.8,341.26,346.18,349.96,352.95,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1988,355.74,356.4,356.95,357.75,357.43,355.26,349.56,343.9,345.41,350.08,355.31,360.24,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1989,361.17,360.06,359.81,359.8,359.53,357.88,352.63,345.95,346.31,351.66,356.27,359.22,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1990,360.1,360.97,362.1,361.47,360.67,358.19,351.61,346.52,347.43,352.12,355.58,358.79,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1991,362.62,362.47,361.97,362.37,361.93,360.2,353.99,347.55,348.1,353.46,358.07,361.08,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1992,362.26,362.05,362.2,362.54,362.87,360.5,353.22,347.54,348.01,352.54,356.68,361.16,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1993,362.94,362.29,362.96,363.38,363.13,361.1,353.85,347.91,348.93,353.16,357.77,360.05,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1994,361.69,363.8,364.87,364.45,364.19,362.41,356.87,350.69,350.97,355.67,360.61,363.37,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1995,364.76,366.29,366.95,366.55,365.52,363.49,358.39,352.85,353.62,358.32,363.63,366.8,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1996,367.1,366.74,367.17,367.95,368.72,367.53,361.89,355.45,354.34,359.09,364.11,366.34,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MBC,1997,367.97,368.88,368.95,369.03,369.3,368.83,368.83,368.83,368.83,368.83,368.83,368.83,"Mould Bay, Northwest Territories",Canada,76.247,-119.353,30.0,-10 hours
MEX,2009,386.71,387.65,387.6,388.75,391.08,389.17,385.28,383.23,382.16,382.03,384.59,387.16,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MEX,2010,388.76,389.75,390.45,391.63,392.06,391.36,389.59,387.4,386.24,386.59,388.41,389.51,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MEX,2011,390.29,391.53,392.29,393.96,395.57,393.78,390.77,387.91,385.88,387.15,389.19,391.17,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MEX,2012,392.41,393.06,394.1,395.32,396.28,394.92,391.07,388.59,388.98,390.29,391.67,393.72,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MEX,2013,395.18,395.58,396.5,398.83,400.03,397.36,394.77,393.86,392.48,391.36,393.6,396.44,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MEX,2014,397.13,397.6,398.38,400.22,401.59,399.62,397.61,396.27,394.13,394.12,396.36,397.6,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MEX,2015,398.11,399.49,400.96,401.47,402.16,401.61,399.34,397.88,397.08,397.3,398.63,400.55,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MEX,2016,402.3,402.88,403.9,405.54,406.97,406.46,403.43,400.43,399.23,401.28,404.51,405.16,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MEX,2017,404.62,405.72,407.29,408.6,409.03,408.17,405.85,403.37,402.4,402.52,403.56,405.49,High Altitude Global Climate Observation Center,Mexico,18.984,-97.311,4464.0,-6 hours
MHD,1991,353.59,353.59,353.59,353.59,353.59,356.6,351.54,348.31,349.79,353.41,356.67,358.82,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,1992,360.12,360.04,360.26,361.39,360.5,358.29,353.01,346.54,347.25,353.06,357.36,358.47,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,1993,359.14,359.72,361.18,362.6,361.23,357.9,353.44,348.68,349.44,353.69,356.94,359.1,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,1994,360.55,361.6,363.09,363.66,362.48,359.51,354.92,350.4,351.15,356.0,359.81,361.78,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,1995,363.54,364.06,364.41,365.54,364.21,360.71,356.77,353.81,354.93,358.01,361.92,364.79,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,1996,365.61,366.93,368.49,367.77,366.54,365.09,360.14,355.06,355.38,359.33,363.33,367.24,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,1997,367.47,366.71,367.75,368.21,368.02,365.33,359.25,354.96,355.87,362.29,367.6,370.05,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,1998,370.71,369.33,368.81,370.48,370.03,366.73,361.57,358.04,360.18,364.73,368.32,370.12,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,1999,370.93,371.02,372.3,374.1,373.24,369.78,364.53,359.88,360.93,365.85,369.9,371.7,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2000,372.79,372.8,373.47,374.6,374.0,371.68,366.6,361.07,361.51,366.83,371.67,373.59,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2001,373.97,375.45,376.86,376.21,374.79,372.24,366.75,361.88,362.97,368.15,373.76,378.79,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2002,377.54,375.82,377.44,377.94,376.99,374.65,368.25,363.24,365.49,370.15,374.88,380.54,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2003,380.02,378.36,380.0,380.89,379.92,376.62,371.83,368.62,369.5,373.41,376.62,378.76,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2004,380.12,381.64,382.3,382.23,381.19,378.59,374.38,369.6,369.94,373.86,377.66,380.4,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2005,381.28,381.14,382.93,384.74,383.71,380.53,376.63,373.21,373.26,376.86,380.39,383.09,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2006,385.93,386.37,386.02,386.71,387.02,384.1,378.35,373.44,374.07,379.08,383.2,385.61,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2007,386.8,387.15,387.91,388.25,387.46,384.91,378.87,374.08,375.23,380.45,384.45,387.13,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2008,389.5,390.24,390.73,391.4,390.99,387.38,381.63,377.8,377.69,382.05,386.19,388.85,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2009,390.22,390.7,391.76,392.55,391.79,388.67,383.06,378.16,379.45,384.5,388.35,389.87,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2010,391.06,392.31,393.62,393.87,392.13,389.57,385.38,380.88,382.57,387.29,391.31,393.4,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2011,394.2,395.77,396.7,396.27,395.92,393.59,387.77,382.39,383.36,389.11,393.96,396.04,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2012,396.03,396.07,397.86,398.9,397.36,394.25,388.42,384.35,386.15,391.24,395.28,397.81,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2013,398.72,399.0,400.8,402.07,401.27,398.94,392.92,387.54,389.06,394.27,397.74,400.32,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2014,402.06,402.36,403.1,404.04,403.21,399.55,393.38,389.17,390.01,395.47,400.08,402.27,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2015,404.0,405.12,405.21,405.2,404.63,401.45,395.96,391.75,393.06,397.33,401.3,405.07,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2016,407.03,407.29,408.18,408.71,406.98,403.18,398.4,394.17,397.19,403.55,405.55,407.49,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MHD,2017,409.89,410.37,411.18,410.83,409.93,408.34,401.95,396.48,397.5,403.35,407.82,409.53,"Mace Head, County Galway",Ireland,53.326,-9.899,5.0,+0 hours
MID,1985,346.14,346.14,346.14,346.14,350.16,348.79,347.19,344.67,342.33,343.4,345.78,346.79,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1986,348.34,349.62,349.81,350.5,351.41,350.43,348.31,344.81,342.78,345.0,347.77,349.15,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1987,350.52,351.07,351.75,353.43,353.67,352.11,349.52,345.64,344.71,347.38,349.63,351.11,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1988,353.06,354.1,354.15,355.21,355.99,355.28,353.45,350.78,349.7,351.08,352.23,353.22,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1989,354.75,355.47,356.45,358.18,357.96,356.37,353.08,348.82,349.08,352.42,354.06,355.98,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1990,356.74,356.93,357.79,358.96,358.74,356.84,354.17,350.93,350.65,352.5,354.55,355.87,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1991,357.33,358.8,359.12,360.45,361.0,358.46,356.12,353.92,352.73,354.56,356.44,357.39,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1992,358.57,359.42,359.96,360.69,360.86,358.44,355.61,353.19,352.07,353.36,355.27,356.91,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1993,358.5,359.28,359.49,361.1,361.83,359.48,356.92,354.31,352.6,354.59,357.15,358.38,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1994,359.64,360.67,361.42,362.86,363.59,361.4,358.43,356.43,354.95,356.4,358.19,359.53,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1995,361.35,361.81,362.43,364.2,364.66,362.79,360.07,357.79,356.78,358.69,360.85,362.07,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1996,363.67,365.12,365.82,366.18,366.26,365.0,363.12,359.73,356.94,358.79,361.89,363.66,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1997,365.24,365.59,366.54,368.06,367.86,365.41,362.96,360.14,358.65,361.2,364.29,366.01,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1998,366.79,366.86,367.76,369.58,370.34,367.3,364.28,364.11,363.47,364.5,367.17,368.3,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,1999,368.53,368.34,369.65,372.03,372.37,370.82,367.77,364.53,363.96,365.49,367.37,369.35,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2000,370.35,370.31,370.97,372.27,372.36,370.98,368.84,366.99,365.82,366.94,369.06,370.58,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2001,372.35,373.08,373.34,374.75,374.81,372.59,370.29,368.36,366.87,368.5,371.32,372.31,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2002,373.24,373.77,374.51,375.99,376.4,375.23,372.76,369.06,368.18,371.15,373.84,375.16,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2003,376.78,377.69,377.77,378.66,379.62,378.11,375.67,372.36,370.85,373.26,376.14,377.94,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2004,379.59,380.45,380.51,381.41,381.57,379.49,376.82,374.44,372.81,374.21,377.2,378.92,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2005,380.73,382.31,382.94,383.53,383.84,382.09,379.28,376.59,375.1,377.31,379.49,381.0,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2006,383.46,384.35,384.69,385.81,385.66,383.98,381.68,378.38,376.79,379.7,381.93,383.79,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2007,385.89,385.81,385.94,387.06,386.78,384.59,381.85,379.35,378.69,380.75,383.61,385.37,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2008,386.95,388.35,388.96,389.74,389.82,387.73,384.89,381.96,380.75,382.56,385.61,387.84,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2009,389.25,389.45,389.52,390.87,391.44,388.96,385.76,382.34,380.88,384.7,388.56,389.54,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2010,391.43,392.77,393.45,395.14,395.3,392.75,388.82,385.81,385.41,387.82,390.09,392.18,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2011,393.82,394.26,394.91,395.68,395.67,394.03,390.36,386.13,385.28,389.13,391.7,392.78,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2012,395.41,397.46,397.4,396.97,396.9,395.38,392.77,389.66,389.09,391.83,393.85,395.67,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2013,397.54,397.79,398.8,400.76,400.63,398.38,395.64,392.53,391.14,393.74,396.76,398.3,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2014,400.49,401.68,401.68,402.12,402.45,400.88,398.45,395.23,393.26,395.6,399.1,401.02,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2015,402.48,403.39,404.2,404.85,404.73,402.97,399.48,396.31,395.62,398.32,401.87,403.93,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2016,405.46,407.23,408.35,408.46,407.65,405.85,402.33,398.93,398.89,401.83,404.9,406.73,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MID,2017,407.54,408.97,410.03,410.61,410.45,408.23,405.93,403.05,401.43,403.63,406.29,409.69,"Sand Island, Midway",United States,28.21,-177.38,11.0,-11 hours
MKN,2003,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,373.33,Mt. Kenya,Kenya,-0.062,37.297,3644.0,+3 hours
MKN,2004,376.03,378.95,376.84,373.83,374.09,373.07,373.27,374.47,374.35,373.96,374.89,374.89,Mt. Kenya,Kenya,-0.062,37.297,3644.0,+3 hours
MKN,2005,377.19,378.01,379.29,377.81,376.15,376.76,375.4,375.91,377.19,377.19,377.19,378.23,Mt. Kenya,Kenya,-0.062,37.297,3644.0,+3 hours
MKN,2006,379.67,381.99,381.45,378.54,378.57,380.02,378.6,379.83,379.83,379.83,379.83,379.83,Mt. Kenya,Kenya,-0.062,37.297,3644.0,+3 hours
MKN,2008,382.2,382.2,382.2,382.2,382.2,382.2,382.2,382.2,384.14,382.6,380.09,381.99,Mt. Kenya,Kenya,-0.062,37.297,3644.0,+3 hours
MKN,2009,385.38,385.58,384.1,384.51,386.17,387.06,386.24,385.09,385.37,384.92,382.52,382.67,Mt. Kenya,Kenya,-0.062,37.297,3644.0,+3 hours
MKN,2010,386.39,388.66,387.49,385.92,386.58,385.65,384.73,385.15,385.42,386.2,386.1,386.21,Mt. Kenya,Kenya,-0.062,37.297,3644.0,+3 hours
MLO,1976,330.8,330.8,330.8,330.8,330.8,330.8,332.3,331.04,329.67,329.33,330.47,331.97,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1977,332.77,333.1,334.08,335.78,336.49,335.96,334.64,332.31,330.66,330.55,331.72,333.74,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1978,335.17,335.78,336.69,337.76,338.01,337.57,336.17,333.89,332.18,332.2,333.24,334.64,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1979,336.11,337.2,338.5,339.0,338.93,338.97,337.78,335.57,333.95,334.41,335.66,336.81,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1980,338.88,340.17,341.33,342.82,342.9,341.74,339.16,337.04,336.6,336.6,337.55,339.18,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1981,340.41,341.39,342.33,343.35,343.56,342.34,340.4,338.67,337.37,337.53,338.88,340.21,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1982,341.1,341.99,343.03,343.82,343.76,342.87,341.47,339.26,337.32,337.64,339.04,340.65,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1983,341.96,342.37,343.11,345.12,346.09,345.3,343.53,341.2,339.77,339.98,341.14,342.73,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1984,343.94,344.59,345.52,346.81,347.38,346.62,345.1,342.86,341.29,341.7,343.01,343.91,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1985,344.6,345.65,346.86,347.8,348.57,348.19,346.22,343.94,342.83,342.87,344.05,345.31,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1986,346.1,346.62,347.69,349.29,349.94,349.06,347.06,345.26,344.05,343.81,345.37,346.84,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1987,347.51,348.25,349.26,350.75,351.77,351.4,349.62,347.48,346.45,346.81,348.11,349.42,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1988,350.28,351.35,352.52,353.72,354.35,353.83,352.34,350.12,348.77,349.12,350.14,351.61,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1989,352.74,353.14,353.96,355.54,356.16,355.45,354.0,351.38,349.51,349.9,351.53,352.88,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1990,354.02,355.11,355.9,356.71,357.17,356.32,354.53,352.44,351.21,351.52,353.1,354.66,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1991,355.24,356.1,357.54,358.68,359.34,358.27,355.86,353.82,352.42,352.53,354.0,355.44,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1992,356.64,357.29,358.12,359.17,359.94,359.48,357.17,355.02,353.69,353.56,354.63,355.97,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1993,356.81,357.39,358.25,359.56,360.47,359.69,357.74,355.54,353.84,354.2,355.41,356.9,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1994,358.28,358.86,359.68,361.04,361.73,360.83,358.93,356.94,355.33,355.55,357.49,359.57,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1995,360.24,360.62,361.82,362.93,363.63,363.27,361.36,359.17,358.04,358.09,359.44,361.01,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1996,362.1,363.2,364.18,364.81,365.35,365.13,363.51,361.13,359.3,359.38,360.92,362.02,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1997,363.07,363.89,364.91,366.56,366.67,365.49,364.09,362.16,360.5,360.71,362.52,364.15,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1998,365.26,366.04,367.12,368.65,369.39,368.98,367.74,365.74,364.13,364.14,365.6,367.52,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,1999,368.36,368.63,369.76,370.89,370.89,370.42,369.14,366.95,365.12,365.43,366.82,368.36,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
MLO,2000,369.62,370.13,370.85,371.81,371.9,371.38,370.07,368.11,366.89,367.14,368.37,369.61,"Mauna Loa, Hawaii",United States,19.535999999999998,-155.576,3397.0,-10 hours
